words	rst	class	segment	rst_code	class_code
when it considered whether to permit petitioner Metropolitan Edison Co.	elaboration	NoArgument	184	9	1
when it to resume operation of the Three Mile Island Unit 1 nuclear powerplant ( TMI-1 ) .	same_unit	NoArgument	184	20	1
A powerful basis for a grassroots movement is a network of groups organised at the local level .	elaboration	NoArgument	316	9	1
In Section 2 we briefly outline the historical background to uranium mining in Australia . In Section 2 we briefly outline the historical background to uranium mining in Australia .	none	NoArgument	2905	15	1
But when Labor was finally elected in 1983 , the government failed to implement	circumstance	NoArgument	309	2	1
when Labor was finally elected in 1983 , the government failed to implement the Labor Party platform against uranium mining .	elaboration	NoArgument	309	9	1
Here are some quotes : With radioactive cobalt , botanists can produce new types of plants .	elaboration	Argument	1825	9	0
The industry has shown that it can safely handle , transport and store the radioactive wastes generated by nuclear power .	attribution	Argument	1993	1	0
If contentions of psychological health damage caused by risk were cognizable under NEPA , agencies would , at the very least , be obliged	elaboration	NoArgument	967	9	1
caused by risk were cognizable under NEPA , agencies would , at the very least , be obliged to expend considerable resources developing psychiatric expertise that is not otherwise relevant to their congressionally assigned functions .	purpose	NoArgument	967	16	1
Though the Labor Government lost office soon afterwards , the new pro-uranium Liberal-National Government felt obliged to at least wait for the Ranger reports .	attribution	NoArgument	907	1	1
Click each award to learn more	purpose	NoArgument	2478	16	1
France no longer has the means to enrich uranium beyond reactor-grade .	purpose	NoArgument	106	16	1
Sounds pretty simple right ? Sounds pretty simple right ?	none	NoArgument	1141	15	1
Because the heat boils the water . Because the heat boils the water .	none	NoArgument	2411	15	1
( d ) That PANE 's claim was made in the wake of the accident at TMI-2 is irrelevant . ( d ) That PANE 's claim was made in the wake of the accident at TMI-2 is irrelevant .	none	NoArgument	289	15	1
For example , the rally outside Parliament House in October 1983 was primarily aimed at putting pressure on the Labor Party at a time when it was considering its uranium policy .	circumstance	NoArgument	1587	2	1
SMRs work on a cellular , battery-like method in which	elaboration	NoArgument	72	9	1
a number of small , self-contained power plants can be yoked together to create the equivalent of a large nuclear reactor .	purpose	NoArgument	72	16	1
SMRs work on a cellular , battery-like method a number of small , self-contained power plants can be yoked together	same_unit	NoArgument	72	20	1
It is the main reason that nuclear energy is not a viable solution to for global warming or anything else related to our energy needs .	elaboration	NoArgument	986	9	1
Terrorists target people with nuclear power and killl them . Terrorists target people with nuclear power and killl them .	none	Argument	1636	15	0
This ruling was upheld by the Atomic Safety and Licensing Appeal Board . This ruling was upheld by the Atomic Safety and Licensing Appeal Board .	none	NoArgument	1357	15	1
In September 2003 , Israel bombed a Syrian reactor under construction . In September 2003 , Israel bombed a Syrian reactor under construction .	none	NoArgument	53	15	1
Converting to electric vehicles and using smart charging practices would also help to match supply with demand . Converting to electric vehicles and using smart charging practices would also help to match supply with demand .	none	NoArgument	2334	15	1
Connecting wind farms over large areas through transmission lines smoothes power supply . Connecting wind farms over large areas through transmission lines smoothes power supply .	none	NoArgument	733	15	1
also kids would be homeless and what would we do if we ran out of nuclear power ?	condition	Argument	1138	5	0
Despite what the nuclear industry tells us , building enough nuclear power stations to make a meaningful reduction in greenhouse gas emissions would cost trillions of dollars , create tens of thousands of tons of lethal high-level radioactive waste , contribute to further proliferation of nuclear weapons materials , and result in a Chernobyl-scale accident once every decade . Despite what the nuclear industry tells us , building enough nuclear power stations to make a meaningful reduction in greenhouse gas emissions would cost trillions of dollars , create tens of thousands of tons of lethal high-level radioactive waste , contribute to further proliferation of nuclear weapons materials , and result in a Chernobyl-scale accident once every decade .	none	Argument	26	15	0
One of the greatest fears of nuclear power is that the radioactive waste that results can remain hazardous for hundreds of thousands of years .	elaboration	Argument	2202	9	0
A few years later , in 1953 , President Eisenhower launched his Atoms for Peace Programme at the UN amid a wave of unbridled atomic optimism . A few years later , in 1953 , President Eisenhower launched his Atoms for Peace Programme at the UN amid a wave of unbridled atomic optimism .	none	NoArgument	2388	15	1
Nature , which in the traditional metaphor is seen as feminine , is regarded by masculine rationality as merely a resource to be exploited or an enemy	elaboration	NoArgument	214	9	1
, which in the traditional metaphor is seen as feminine , is regarded by masculine rationality as merely a resource to be exploited or an enemy to be subjugated by society .	elaboration	NoArgument	214	9	1
According to the Nuclear Energy Institute , the power produced by the world 's nuclear plants would normally produce 2 billion metric tons of CO2 per year	elaboration	Argument	851	9	0
2 billion metric tons of CO2 per year if they depended on fossil fuels .	condition	Argument	851	5	0
Similarly , there has been little corporate interest in biological pest control	elaboration	NoArgument	1374	9	1
control because it does not have readily monopolisable sources and can not be easily oriented to a single market consumer .	reason	NoArgument	1374	18	1
It thought the severity of the harm is relevant	elaboration	NoArgument	2821	9	1
the severity of the harm is relevant to	attribution	NoArgument	2821	1	1
to whether NEPA requires consideration of an effect .	attribution	NoArgument	2821	1	1
Well , only a few years later , utility projections for plants are now up to an average of $ 9 billion . Well , only a few years later , utility projections for plants are now up to an average of $ 9 billion .	none	NoArgument	134	15	1
